s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,width
149.8633889,-27.6294112,-5.0396642,-1.1240193,0.9618944,5.6766435,-2914.5288907,14.0000000
150.4310532,-27.0999403,-4.8349609,-1.2018786,0.6852756,5.6766435,-2862.3984913,14.0000000
150.9987176,-26.5597621,-4.6604608,-1.2583366,0.4971509,5.6766435,-2808.0429414,14.0000000
151.5663819,-26.0127481,-4.5087422,-1.3002394,0.3690706,5.6766435,-2752.5414038,14.0000000
152.1340463,-25.4611747,-4.3745426,-1.3321302,0.2809216,5.6766435,-2696.4376662,14.0000000
152.7017106,-24.9064307,-4.2541184,-1.3570323,0.2193739,5.6766435,-2640.0109275,14.0000000
153.2693750,-24.3493949,-4.1447846,-1.3769822,0.1757540,5.6766435,-2583.4086058,14.0000000
153.8370394,-23.7906417,-4.0445961,-1.3933746,0.1444160,5.6766435,-2526.7110227,14.0000000
154.4047037,-23.2305584,-3.9521326,-1.4071831,0.1216539,5.6766435,-2469.9634167,14.0000000
154.9723681,-22.6694128,-3.8663510,-1.4191021,0.1050079,5.6766435,-2413.1921941,14.0000000
155.5400324,-22.1073946,-3.7864866,-1.4296385,0.0928282,5.6766435,-2356.4134227,14.0000000
156.1076968,-21.5446405,-3.7119842,-1.4391728,0.0839995,5.6766435,-2299.6374093,14.0000000
156.6753611,-20.9812507,-3.6424519,-1.4479996,0.0777662,5.6766435,-2242.8712491,14.0000000
157.2430255,-20.4172995,-3.5776299,-1.4563560,0.0736222,5.6766435,-2186.1202985,14.0000000
157.8106898,-19.8528426,-3.5173702,-1.4644420,0.0712397,5.6766435,-2129.3890676,14.0000000
158.3783542,-19.2879221,-3.4616243,-1.4724356,0.0704255,5.6766435,-2072.6817976,14.0000000
158.9460185,-18.7240643,-3.5272541,-1.6866692,1.8730697,5.6766435,-2013.8763744,14.0000000
159.5136829,-18.1677157,-3.6400326,-1.7707981,0.7403316,5.6766435,-1955.7192145,14.0000000
160.0813472,-17.6154450,-3.7713333,-1.8042100,0.2943159,5.6766435,-1900.5521183,14.0000000
160.6490116,-17.0650506,-3.9102897,-1.8180954,0.1223317,5.6766435,-1847.5055473,14.0000000
161.2166759,-16.5155079,-4.0525769,-1.8241518,0.0533581,5.6766435,-1795.6286463,14.0000000
161.7843403,-15.9663612,-4.1963848,-1.8269201,0.0243896,5.6766435,-1744.4729519,14.0000000
162.3520046,-15.4174053,-4.3409194,-1.8282435,0.0116600,5.6766435,-1693.8583699,14.0000000
162.9196690,-14.8685450,-4.4858165,-1.8289040,0.0058192,5.6766435,-1643.7249508,14.0000000
163.4873333,-14.3197345,-4.6309021,-1.8292475,0.0030264,5.6766435,-1594.0668971,14.0000000
164.0549977,-13.7709240,-4.7759877,-1.8292475,-0.0000000,5.6766435,-1544.9101731,14.0000000
164.6226620,-13.2221135,-4.9210734,-1.8292475,-0.0000000,5.6766435,-1496.2827606,14.0000000
165.1903264,-12.6733030,-5.0661590,-1.8292475,0.0000000,5.6766435,-1448.2254279,14.0000000
165.7579907,-12.1244925,-5.2112446,-1.8292475,-0.0000000,5.6766435,-1400.7945645,14.0000000
166.3256551,-11.5756820,-5.3563303,-1.8292475,-0.0000000,5.6766435,-1354.0533563,14.0000000
166.8933194,-11.0268715,-5.5014159,-1.8292475,0.0000000,5.6766435,-1308.0726602,14.0000000
167.4609838,-10.4780609,-5.6465015,-1.8292475,0.0000000,5.6766435,-1262.9319717,14.0000000
168.0286481,-9.9292504,-5.7915872,-1.8292475,-0.0000000,5.6766435,-1218.7204797,14.0000000
168.5963125,-9.3804399,-5.9366728,-1.8292475,0.0000000,5.6766435,-1175.5381991,14.0000000
169.1639769,-8.8316294,-6.0817584,-1.8292475,-0.0000000,5.6766435,-1133.4971530,14.0000000
169.7316412,-8.2828189,-6.2268441,-1.8292475,0.0000000,5.6766435,-1092.7225658,14.0000000
170.2993056,-7.7340084,-6.3719297,-1.8292475,0.0000000,5.6766435,-1053.3539969,14.0000000
170.8669699,-7.1851979,-6.5170153,-1.8292475,-0.0000000,5.6766435,-1015.5463179,14.0000000
171.4346343,-6.6363874,-6.6621010,-1.8292475,0.0000000,5.6766435,-979.4703927,14.0000000
172.0022986,-6.0875769,-6.8071866,-1.8292475,-0.0000000,5.6766435,-945.3132736,14.0000000
172.5699630,-5.5387664,-6.9522723,-1.8292475,-0.0000000,5.6766435,-913.2776764,14.0000000
173.1376273,-4.9899559,-7.0973579,-1.8292475,0.0000000,5.6766435,-883.5804532,14.0000000
173.7052917,-4.4411453,-7.2424435,-1.8292475,-0.0000000,5.6766435,-856.4497598,14.0000000
174.2729560,-3.8923348,-7.3875292,-1.8292475,0.0000000,5.6766435,-832.1206350,14.0000000
174.8406204,-3.3435243,-7.5326148,-1.8292475,-0.0000000,5.6766435,-810.8287956,14.0000000
175.4082847,-2.7947138,-7.6777004,-1.8292475,-0.0000000,5.6766435,-792.8026331,14.0000000
175.9759491,-2.2459033,-7.8227861,-1.8292475,0.0000000,5.6766435,-778.2536696,14.0000000
176.5436134,-1.6789930,-7.7935366,-1.5192475,-2.6876754,5.6766435,-784.0521739,14.0000000
177.1112778,-1.1480281,-7.5927405,-1.2092475,-2.6876754,5.6766435,-792.2852020,14.0000000
177.6789421,-0.7036270,-7.2395401,-0.8992475,-2.6876754,5.6766435,-785.1250368,14.0000000
178.2466065,-0.3881557,-6.7676072,-0.5892475,-2.6876754,5.6766435,-762.8724325,14.0000000
178.8142708,-0.2045154,-6.2304675,-0.3294276,-2.2634377,5.6766435,-725.9467480,14.0000000
179.3819352,-0.1011346,-5.6722962,-0.1831382,-1.2842701,5.6766435,-677.4585935,14.0000000
179.9495995,-0.0430209,-5.1076143,-0.1025530,-0.7092158,5.6766435,-623.2558373,14.0000000
180.5172639,-0.0105125,-4.5408816,-0.0572983,-0.3985741,5.6766435,-567.2795784,14.0000000
181.0849282,0.0071265,-3.9734913,-0.0310779,-0.2309848,5.6766435,-510.7664396,14.0000000
181.6525926,0.0158468,-3.4058940,-0.0153624,-0.1384536,5.6766435,-454.0850785,14.0000000
182.2202569,0.0190364,-2.8382386,-0.0056187,-0.0858436,5.6766435,-397.3484071,14.0000000
182.7879213,0.0186812,-2.2705743,0.0006257,-0.0550149,5.6766435,-340.5926877,14.0000000
183.3555856,0.0159801,-1.7029164,0.0047583,-0.0364098,5.6766435,-283.8301507,14.0000000
183.9232500,0.0116773,-1.1352684,0.0075800,-0.0248603,5.6766435,-227.0651079,14.0000000
